rank,tier,priority_score,owner,article_id,title,url,status,rewritten_ai_live,gsc_clicks,gsc_impr,ga4_sessions,m_perf,m_lcp,m_cls,m_tbt,m_fcp,d_perf,d_lcp,ttfb,field_lcp,field_cat,word_count,body_len,dom_est,image_count,external_image_count,broken_image_count,hero_url,hero_bytes,hero_w,hero_h,hero_aspect,inline_total_bytes,imgs_missing_dim,imgs_missing_lazy,imgs_over_300k,imgs_over_700k,iframe_count,script_count,table_count,legacy,primary_issue,secondary_issue,issues,m_opp
161,P3,133.1,THEME_CODE,1002583884,CEO Gốc Hoa Thống Lĩnh Đỉnh Cao Công Nghệ Mỹ,https://sintech.vn/blogs/news/ceo-goc-hoa-thong-linh-dinh-cao-cong-nghe-my,draft_ready,False,0,1,0,51,15383,0.2028,246,3361,82,2850,,1678,AVERAGE,4065,4238,52,2,2,0,https://cdn.wccftech.com/wp-content/uploads/2025/03/Untitled-design-6-728x410.png,0,,,,27832,2,1,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
162,P3,132.9,THEME_CODE,1002417057,NPU là gì? Khác biệt gì với CPU và GPU?,https://sintech.vn/blogs/news/npu-la-gi-khac-biet-gi-voi-cpu-va-gpu,applied,True,0,6,0,46,11167,0.3528,229,3358,66,2299,,1678,AVERAGE,4419,5110,45,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
163,P3,132.5,THEME_CODE,1002397990,Tại sao máy tính văn phòng bạn chạy chậm?,https://sintech.vn/blogs/news/tai-sao-may-tinh-van-phong-ban-chay-cham,applied,True,0,0,0,37,12379,0.7473,317,3361,89,970,,1678,AVERAGE,4548,6795,117,1,0,0,https://file.hstatic.net/200000860097/file/33107207_may-tinh-chay-cham-thumbnail_fbf9482bb5e742bdb18f8741a633b761_grande.jpg,26614,,,,26614,1,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
164,P3,131.1,THEME_CODE,1002417034,Cấu trúc ARM là gì? Lợi ích của cấu trúc ARM có thể bạn chưa biết,https://sintech.vn/blogs/news/cau-truc-arm-la-gi-loi-ich-cua-cau-truc-arm-co-the-ban-chua-biet,applied,True,0,1,0,41,12373,0.5322,240,3354,86,2352,,1678,AVERAGE,4515,5516,48,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
165,P3,130.6,THEME_CODE,1002434328,"Asus ROG Azoth: Bàn Phím Gaming Cao Cấp, Làm Chủ Mọi Trận Đấu",https://sintech.vn/blogs/news/asus-rog-azoth-ban-phim-gaming-cao-cap-lam-chu-moi-tran-dau,applied,True,0,0,0,35,11389,0.6959,304,3362,68,2392,,1678,AVERAGE,4463,5531,63,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
166,P3,130.1,THEME_CODE,1002430952,Dây HDMI là gì? Những điều cần biết về dây HDMI mà bạn không thể bỏ qua,https://sintech.vn/blogs/news/day-hdmi-la-gi-nhung-dieu-can-biet-ve-day-hdmi-ma-ban-khong-the-bo-qu,applied,True,0,1,0,37,11147,0.7011,343,3389,76,1900,,1678,AVERAGE,4743,7054,91,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
167,P3,130.0,THEME_CODE,1002510692,Hướng dẫn tối ưu hóa 20 triệu lựa chọn linh kiện và lắp ráp máy tính để bàn 12/2024,https://sintech.vn/blogs/huong-dan/huong-dan-toi-uu-hoa-20-trieu-lua-chon-linh-kien-va-lap-rap-may-tinh-d,draft_ready,False,0,0,0,39,12246,0.9473,236,3391,71,2449,,1678,AVERAGE,4984,11218,265,0,0,0,,0,,,,0,0,0,0,0,0,0,1,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
168,P3,129.9,THEME_CODE,1002399793,"Cấu hình chơi Apex Legends trên PC, Laptop",https://sintech.vn/blogs/news/cau-hinh-choi-apex-legends-tren-pc-laptop,draft_ready,False,0,1,0,53,13826,0.1123,91,8460,87,1329,,1678,AVERAGE,3606,1926,42,2,2,0,https://cdn.tgdd.vn//GameApp/-1//cau-hinh-de-choi-muot-game-apex-legends-image-01-800x450-800x450.jpg,110767,800,450,1.78,762876,0,1,1,0,0,0,1,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
169,P3,129.8,THEME_CODE,1002404134,Hướng dẫn cách chọn mainboard cho PC tối ưu nhất,https://sintech.vn/blogs/news/huong-dan-cach-chon-mainboard-cho-pc-toi-uu-nhat,draft_ready,False,0,1,0,44,12817,0.3505,306,3362,71,2483,,1678,AVERAGE,4197,5532,70,5,0,0,https://file.hstatic.net/200000860097/file/cpu-socketed-into-motherboard_67f17790433243aebf650f7895ef23ea_grande.jpg,40245,,,,204381,5,4,0,0,0,0,0,False,IMAGES_MISSING_DIMENSIONS,IMAGES_MISSING_LAZYLOAD,IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
170,P3,129.2,THEME_CODE,1002402763,Cách chọn CPU: Hướng dẫn đầy đủ cho người mới bắt đầu xây dựng PC,https://sintech.vn/blogs/news/cach-chon-cpu-huong-dan-day-du-cho-nguoi-moi-bat-dau-xay-dung-pc,draft_ready,False,0,3,0,50,12982,0.3092,181,3357,78,2442,,1678,AVERAGE,5860,12023,60,5,0,0,https://file.hstatic.net/200000860097/file/core-zen-5-desktop-cpu-main-1920x1121_c370f359e63d45e68e35491a79dce8fd_grande.jpg,31978,,,,225268,5,4,0,0,0,0,0,False,IMAGES_MISSING_DIMENSIONS,IMAGES_MISSING_LAZYLOAD,IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
171,P3,129.1,THEME_CODE,1002411060,Top 5 laptop cho sinh viên thiết kế đồ họa 2024,https://sintech.vn/blogs/news/top-5-laptop-cho-sinh-vien-thiet-ke-do-hoa-2024,applied,True,0,0,0,38,11769,1.0443,273,3373,45,2929,,1678,AVERAGE,4938,7745,67,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
172,P3,129.0,THEME_CODE,1002434630,"ASUS ROG Raikiri Pro: Bứt phá mọi giới hạn, chinh phục mọi chiến thắng",https://sintech.vn/blogs/news/asus-rog-raikiri-pro-but-pha-moi-gioi-han-chinh-phuc-moi-chien-thang,applied,True,0,0,0,36,11254,0.6841,378,3368,84,2380,,1678,AVERAGE,4647,6264,50,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
173,P3,128.3,THEME_CODE,1002538817,"Intel Được Đồn Đoán Sẽ Ra Mắt GPU Battlemage 24GB Bộ Nhớ Vào Năm 2025, Hướng Tới Thị Trường Năng Suất",https://sintech.vn/blogs/news/intel-duoc-don-doan-se-ra-mat-gpu-battlemage-24gb-bo-nho-vao-nam-2025,draft_ready,False,0,0,0,52,15078,0.1948,259,3340,80,2736,,1678,AVERAGE,3853,2499,13,1,1,0,https://cdn.wccftech.com/wp-content/uploads/2024/08/Intel-Arc-Battlemage-Graphics-Cards-With-Xe2-GPUs.png,0,,,,0,1,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
174,P3,127.8,THEME_CODE,1002408719,Keycaps Là Gì? Bí Quyết Chọn Keycaps Phù Hợp Cho Từng Loại Bàn Phím,https://sintech.vn/blogs/news/keycaps-la-gi-bi-quyet-chon-keycaps-phu-hop-cho-tung-loai-ban-phim,applied,True,0,0,0,36,10951,0.6734,361,3367,79,2348,,1678,AVERAGE,4623,6104,56,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
175,P3,127.6,THEME_CODE,1002431172,Chia sẻ cách gập màn hình laptop mà không tắt máy win 10 và win 11 cực nhanh gọn,https://sintech.vn/blogs/news/chia-se-cach-gap-man-hinh-laptop-ma-khong-tat-may-win-10-va-win-11-cuc,draft_ready,False,0,0,0,44,12894,0.4975,197,3360,86,1282,,1678,AVERAGE,5509,14218,175,16,16,0,https://bizweb.dktcdn.net/100/329/122/files/gap-laptop-ma-khong-tat-may-giup-tiet-kiem-thoi-gia.jpg?v=1688534494991,39878,,,,722686,16,15,0,0,0,0,0,False,IMAGES_MISSING_DIMENSIONS,IMAGES_MISSING_LAZYLOAD,IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
176,P3,127.2,THEME_CODE,1002420440,Arm màn hình là gì? Có nên đầu tư thiết bị này cho bàn làm việc hoặc góc gaming?,https://sintech.vn/blogs/news/arm-man-hinh-la-gi-co-nen-dau-tu-thiet-bi-nay-cho-ban-lam-viec-hoac-g,applied,True,0,0,0,39,11543,0.9316,249,3363,64,2379,,1678,AVERAGE,4788,6703,64,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
177,P3,127.2,THEME_CODE,1002420449,Hiện tượng nghẽn cổ chai PC là gì? Cách khắc phục ra sao?,https://sintech.vn/blogs/news/hien-tuong-nghen-co-chai-pc-la-gi-cach-khac-phuc-ra-sao,applied,True,0,2,0,43,11336,0.4772,226,3376,81,2361,,1678,AVERAGE,4565,5565,36,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
178,P3,126.6,THEME_CODE,1002398461,Cách Sintech vệ sinh PC của bạn,https://sintech.vn/blogs/news/cach-sintech-ve-sinh-pc-cua-ban,draft_ready,False,0,0,0,42,12155,0.3163,420,3380,78,2486,,1678,AVERAGE,4310,5500,109,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
179,P3,126.2,THEME_CODE,1002404049,"Cách chọn mua màn hình máy tính tốt, bền đẹp và phù hợp nhu cầu",https://sintech.vn/blogs/news/cach-chon-mua-man-hinh-may-tinh-tot-ben-dep-va-phu-hop-nhu-cau,applied,True,0,0,0,43,12289,0.932,124,3351,75,2339,,1678,AVERAGE,4911,7447,60,1,0,0,https://file.hstatic.net/200000860097/file/ultrawide-monitor-for-2023-1694190610_8ed7a3e79acb4708aec4dc15ead61334_grande.jpg,39719,,,,39719,1,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
180,P3,125.8,THEME_CODE,1002417307,"Laptop Lenovo V14 G4 IRU: Lựa Chọn Tốt Nhất Cho Học Sinh, Sinh Viên",https://sintech.vn/blogs/news/laptop-lenovo-v14-g4-iru-lua-chon-tot-nhat-cho-hoc-sinh-sinh-vien,applied,True,0,0,0,41,11693,0.6068,225,3354,82,2380,,1678,AVERAGE,4834,7239,65,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
181,P3,125.2,THEME_CODE,1002414170,Lỗi 404 Not Found là gì? 9 cách khắc phục lỗi 404 Not Found hiệu quả,https://sintech.vn/blogs/news/loi-404-not-found-la-gi-9-cach-khac-phuc-loi-404-not-found-hieu-qua,applied,True,0,0,0,40,11310,0.9365,154,3942,81,2304,,1678,AVERAGE,4722,6696,63,1,0,0,https://file.hstatic.net/200000860097/file/-cach-khac-phuc-loi-404-not-1-800x450_356c463c333b4be896a75fa7ee8a8265_grande.jpg,14728,,,,14728,1,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
182,P3,124.9,THEME_CODE,1002417042,RAM ECC là gì? Tìm hiểu và phân biệt giữa RAM thường và RAM ECC,https://sintech.vn/blogs/news/ram-ecc-la-gi-tim-hieu-va-phan-biet-giua-ram-thuong-va-ram-ecc,applied,True,0,0,0,40,11234,0.7403,234,3353,75,2359,,1678,AVERAGE,4743,6342,38,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
183,P3,124.2,THEME_CODE,1002411582,Backlit Keyboard là gì? Cách chọn bàn phím Backlit phù hợp với nhu cầu,https://sintech.vn/blogs/news/backlit-keyboard-la-gi-cach-chon-ban-phim-backlit-phu-hop-voi-nhu-cau,applied,True,0,0,0,45,12291,0.607,109,3353,84,2352,,1678,AVERAGE,4575,5754,49,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
184,P2,124.0,IMAGE,1002411203,"Sự kiện IFA 2024: Bùng nổ sáng tạo, định hình xu hướng công nghệ mới",https://sintech.vn/blogs/news/su-kien-ifa-2024-bung-no-sang-tao-dinh-hinh-xu-huong-cong-nghe-moi,draft_ready,False,0,0,0,49,4840,0.7506,193,3359,71,2788,,1678,AVERAGE,6221,15354,66,6,6,0,https://bizweb.dktcdn.net/100/329/122/files/ifa-2024-la-su-kien-cong-nghe-hang-dau-dinh-hinh-xu-huong-moi.webp?v=1725505784953,422742,,,,1630172,6,5,1,0,0,0,0,True,HERO_IMAGE_TOO_HEAVY,INLINE_IMAGES_TOO_HEAVY,HERO_IMAGE_TOO_HEAVY|INLINE_IMAGES_TOO_HEAVY|BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
185,P3,124.0,THEME_CODE,1002420295,"OpenAI o1: Đột phá trong xử lý ngôn ngữ tự nhiên, vượt xa mong đợi",https://sintech.vn/blogs/news/openai-o1-dot-pha-trong-xu-ly-ngon-ngu-tu-nhien-vuot-xa-mong-doi,draft_ready,False,0,0,0,18,5489,0.4643,2548,3381,83,2554,,1678,AVERAGE,5271,12346,261,4,4,0,https://bizweb.dktcdn.net/100/329/122/files/openai-o1-nang-cao-hieu-suat-va-suc-canh-tranh-cho-doanh-nghiep-26d28e31-14aa-4e58-b724-f4ecc749016c.webp?v=1726626052119,258996,,,,513722,4,3,0,0,0,0,5,False,IMAGES_MISSING_DIMENSIONS,IMAGES_MISSING_LAZYLOAD,IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
186,P3,123.8,THEME_CODE,1002574943,"AMD xác nhận ngày ra mắt Ryzen 9 9900X3D & 9950X3D, Trung Quốc rò rỉ giá bán dự kiến",https://sintech.vn/blogs/news/amd-xac-nhan-ngay-ra-mat-ryzen-9-9900x3d-9950x3d-trung-quoc-ro-ri-g,draft_ready,False,0,0,0,50,13438,0.2118,327,3372,71,2488,,1678,AVERAGE,3932,3990,68,4,2,0,https://cdn.wccftech.com/wp-content/uploads/2025/03/Ryzen-9-9950X3D-China.jpg,81676,,,,245141,4,3,0,0,0,0,0,False,IMAGES_MISSING_DIMENSIONS,IMAGES_MISSING_LAZYLOAD,IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
187,P3,123.7,THEME_CODE,1002434399,Ổ cứng di động là gì và lý do bạn nên sở hữu một ổ cứng di động,https://sintech.vn/blogs/news/o-cung-di-dong-la-gi-va-ly-do-ban-nen-so-huu-mot-o-cung-di-dong,applied,True,0,0,0,41,11167,0.6964,201,3357,77,2411,,1678,AVERAGE,4635,6146,75,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
188,P3,123.6,THEME_CODE,1002408563,RAM DDR5 là gì? Tất cả những thông tin cơ bản bạn cần biết,https://sintech.vn/blogs/news/ram-ddr5-la-gi-tat-ca-nhung-thong-tin-co-ban-ban-can-biet,applied,True,0,0,0,46,12388,0.2786,301,3359,74,2322,,1678,AVERAGE,4186,3766,28,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
189,P2,123.3,IMAGE,1002430565,Ép xung RAM là gì? Hướng dẫn cách ép xung RAM an toàn cho laptop,https://sintech.vn/blogs/news/ep-xung-ram-la-gi-huong-dan-cach-ep-xung-ram-an-toan-cho-laptop,draft_ready,False,0,0,0,46,5217,0.6955,253,3364,79,2767,,1678,AVERAGE,6323,17022,154,9,9,0,https://bizweb.dktcdn.net/100/329/122/files/ep-xung-ram-tang-hieu-suat-nhung-can-kiem-soat-nhiet-va-do-on-dinh.webp?v=1727237226041,280014,,,,1514934,9,8,0,0,0,0,0,True,INLINE_IMAGES_TOO_HEAVY,BODY_HTML_LEGACY,INLINE_IMAGES_TOO_HEAVY|BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
190,P3,122.8,THEME_CODE,1002417232,NVlink là gì? Công nghệ mang hiệu suất gấp 5 lần so với PCIe Gen 5,https://sintech.vn/blogs/news/nvlink-la-gi-cong-nghe-mang-hieu-suat-gap-5-lan-so-voi-pcie-gen-5,applied,True,0,2,0,37,8777,0.6079,357,3371,79,1790,,1678,AVERAGE,4820,6959,52,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
191,P3,122.4,THEME_CODE,1002411087,Rò rỉ về Nvidia RTX 5080 khiến một số game thủ PC lo lắng rằng Nvidia chưa rút ra bài học từ vụ lùm xùm với RTX 4080.,https://sintech.vn/blogs/news/ro-ri-ve-nvidia-rtx-5080-khien-mot-so-game-thu-pc-lo-lang-rang-nvidia,draft_ready,False,0,2,0,56,13434,0.1828,211,3358,71,2503,,1678,AVERAGE,4243,4096,22,2,1,0,https://cdn.mos.cms.futurecdn.net/pW4xS6zSj2FrVHv46HCG-320-80.jpg,14104,,,,141333,2,1,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
192,P2,122.4,IMAGE,1002574920,Laptop NVIDIA RTX 50 bị trì hoãn! Dời lịch ra mắt dự kiến vào tháng 4-5,https://sintech.vn/blogs/news/cap-nhat-khong-thieu-rop-laptop-nvidia-rtx-50-bi-tri-hoan-ra-mat-d,draft_ready,False,0,0,0,49,4540,0.5442,278,3361,80,2899,,1678,AVERAGE,3972,3588,46,2,2,0,https://wccftech.com/wp-content/uploads/2025/03/geforce-rtx-50-series-laptops-learn-og-1200x630@2x.jpg,581095,,,,581095,2,1,1,0,0,0,0,False,HERO_IMAGE_TOO_HEAVY,CLS_LAYOUT_RISK,HERO_IMAGE_TOO_HEAVY|CLS_LAYOUT_RISK,
193,P2,122.0,CONTENT,1002408489,AMD ra mắt vi xử lý Ryzen 9000 Series kiến trúc Zen 5,https://sintech.vn/blogs/news/amd-ra-mat-vi-xu-ly-ryzen-9000-series-kien-truc-zen-5,draft_ready,False,0,0,0,47,5217,0.5457,239,3361,80,2721,,1678,AVERAGE,5404,11821,95,8,8,0,https://bizweb.dktcdn.net/100/329/122/files/amd-ryzen-9000-series.webp?v=1723172866357,225866,,,,759756,8,7,0,0,0,0,0,True,BODY_HTML_LEGACY,IMAGES_MISSING_DIMENSIONS,BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
194,P2,121.6,IMAGE,1002411158,RDNA 4: AMD chính thức trình làng kiến trúc đồ họa thế hệ tiếp theo,https://sintech.vn/blogs/news/rdna-4-amd-chinh-thuc-trinh-lang-kien-truc-do-hoa-the-he-tiep-theo,draft_ready,False,0,0,0,51,4885,0.4494,220,3362,67,2796,,1678,AVERAGE,5478,10860,65,4,4,0,https://bizweb.dktcdn.net/100/329/122/files/rdna-4-the-he-kien-truc-card-do-hoa-moi-nhat-cua-amd.webp?v=1724311679072,302608,,,,1045828,4,3,1,0,0,0,0,False,HERO_IMAGE_TOO_HEAVY,IMAGES_MISSING_DIMENSIONS,HERO_IMAGE_TOO_HEAVY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
195,P3,121.6,THEME_CODE,1002431222,Hộp đen AI là gì? Tìm hiểu cách thức hoạt động và tương lai của hộp đen AI,https://sintech.vn/blogs/news/hop-den-ai-la-gi-tim-hieu-cach-thuc-hoat-dong-va-tuong-lai-cua-hop-de,applied,True,0,2,0,53,12489,0.1085,106,8619,75,2348,,1678,AVERAGE,4744,6357,47,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
196,P3,121.0,THEME_CODE,1002411429,Tìm hiểu về MicroLED: Màn hình hiển thị đỉnh cao cho mọi trải nghiệm,https://sintech.vn/blogs/news/tim-hieu-ve-microled-man-hinh-hien-thi-dinh-cao-cho-moi-trai-nghiem,applied,True,0,0,0,56,14258,0.2129,136,3348,78,2663,,1678,AVERAGE,4441,5201,46,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
197,P3,120.8,THEME_CODE,1002414143,4 cách khắc phục lỗi màn hình đen trong Windows 11,https://sintech.vn/blogs/news/4-cach-khac-phuc-loi-man-hinh-den-trong-windows-11,draft_ready,False,0,0,0,49,12456,0.1358,175,8481,89,1013,,1678,AVERAGE,4101,4757,44,5,5,0,https://cdn2.fptshop.com.vn/unsafe/Uploads/images/tin-tuc/152427/Originals/man-hinh-den-windows-11-00.jpg,128536,960,640,1.5,711260,0,4,0,0,0,0,0,False,IMAGES_MISSING_LAZYLOAD,CLS_LAYOUT_RISK,IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
198,P3,120.5,THEME_CODE,1002413894,"Facebook, Instagram thu thập dữ liệu tất cả người dùng Australia gồm cả tin nhắn",https://sintech.vn/blogs/news/facebook-instagram-thu-thap-du-lieu-tat-ca-nguoi-dung-australia-gom-c,draft_ready,False,0,0,0,52,13128,0.196,283,3365,86,1895,,1678,AVERAGE,3753,2573,12,1,1,0,https://genk.mediacdn.vn/139269124445442048/2024/9/11/bieu20tuong20facebook2c20meta2c20instagram20-axios-1726037927705-17260379284501819891074-1726041319450-1726041319790736106070.jpg,200575,1507,1115,1.35,200575,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
199,P3,119.4,THEME_CODE,1002413786,"Tuyên bố sẽ hạ bệ NVIDIA tại Trung Quốc, nhưng hiệu năng chip AI của Huawei lại ""hụt hơi"" khi sử dụng thực tế",https://sintech.vn/blogs/news/tuyen-bo-se-ha-be-nvidia-tai-trung-quoc-nhung-hieu-nang-chip-ai-cua-h,draft_ready,False,0,0,0,55,13594,0.1387,319,3365,75,2639,,1678,AVERAGE,4235,5146,20,2,2,0,https://genk.mediacdn.vn/139269124445442048/2024/9/11/nvidia-vs-huawei-chip-sector-dominance-battle-17260346856211957665224-1726037655545-1726037656166491099532.jpg,233745,1920,1080,1.78,435066,0,1,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
200,P3,119.2,THEME_CODE,1002583974,"AMD Ưu Ái ASUS, XFX & PowerColor Trong Phân Phối RX 9070 Series?",https://sintech.vn/blogs/news/amd-uu-ai-asus-xfx-powercolor-trong-phan-phoi-rx-9070-series,draft_ready,False,0,0,0,52,12794,0.1159,103,8624,77,2422,,1678,AVERAGE,3850,2613,21,2,1,0,https://cdn.wccftech.com/wp-content/uploads/2025/03/LFk6M7RoFrwhdCW26wESC-1200-80-1-728x410.jpg,42210,,,,88842,2,1,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
201,P3,118.7,THEME_CODE,1002411562,PC Mini ITX Là Gì? Lợi Ích Khi Chọn PC Mini Thay PC Thường,https://sintech.vn/blogs/news/pc-mini-itx-la-gi-loi-ich-khi-chon-pc-mini-thay-pc-thuong,applied,True,0,0,0,37,8928,0.5831,390,3376,78,1765,,1678,AVERAGE,4734,6381,44,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
202,P2,117.8,CONTENT,1002411213,Gemini Live: Khám phá thế giới thông qua cuộc trò chuyện thông minh,https://sintech.vn/blogs/news/gemini-live-kham-pha-the-gioi-thong-qua-cuoc-tro-chuyen-thong-minh,draft_ready,False,0,0,0,50,5145,0.3828,282,3345,77,2623,,1678,AVERAGE,4705,8933,111,6,6,0,https://bizweb.dktcdn.net/100/329/122/files/gemini-live-cong-cu-giao-tiep-bang-giong-noi.webp?v=1724990502663,243280,,,,804332,6,5,0,0,0,0,0,True,BODY_HTML_LEGACY,IMAGES_MISSING_DIMENSIONS,BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
203,P3,117.3,THEME_CODE,1002411505,Prompt là gì? Khám phá sức mạnh của từ khóa điều khiển AI,https://sintech.vn/blogs/news/prompt-la-gi-kham-pha-suc-manh-cua-tu-khoa-dieu-khien-ai,applied,True,0,0,0,39,9065,0.8474,250,3362,80,2402,,1678,AVERAGE,4724,6988,92,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
204,P3,117.1,THEME_CODE,1002431349,Gasket là gì? Tìm hiểu giải pháp cho bàn phím êm ái và thoải mái,https://sintech.vn/blogs/news/gasket-la-gi-tim-hieu-giai-phap-cho-ban-phim-em-ai-va-thoai-mai,applied,True,0,0,0,38,8766,0.8302,236,3761,74,2386,,1678,AVERAGE,4515,5503,49,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
205,P3,117.1,THEME_CODE,1002434664,5 Phần Mềm Test Bàn Phím Laptop Miễn Phí Bạn Nên Thử,https://sintech.vn/blogs/news/5-phan-mem-test-ban-phim-laptop-mien-phi-ban-nen-thu,draft_ready,False,0,4,0,32,5118,0.6228,747,3400,84,2668,,1678,AVERAGE,4779,8584,75,6,6,0,https://bizweb.dktcdn.net/100/329/122/files/nhung-dau-hieu-cho-thay-ban-can-test-ban-phim-laptop-ngay.webp?v=1719994521483,222468,,,,691566,6,5,0,0,0,0,0,False,IMAGES_MISSING_DIMENSIONS,IMAGES_MISSING_LAZYLOAD,IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
206,P3,116.6,THEME_CODE,1002398280,Nvidia sắp ngừng sản xuất card đồ họa GeForce RTX 3060,https://sintech.vn/blogs/news/nvidia-sap-ngung-san-xuat-card-do-hoa-geforce-rtx-3060,draft_ready,False,0,0,0,52,12145,0.1773,325,3397,80,2524,,1678,AVERAGE,3715,2079,16,2,0,0,https://file.hstatic.net/200000860097/file/screenshot_2024-08-21_141520_cad1720d090b40fc9204345ba6b2a3e9_grande.png,205855,,,,298673,2,1,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
207,P3,116.4,THEME_CODE,1002398613,"Trung tâm vệ sinh laptop uy tín, lấy ngay ở Quận 7",https://sintech.vn/blogs/news/trung-tam-ve-sinh-laptop-uy-tin-lay-ngay-o-quan-7,draft_ready,False,0,0,0,57,13352,0.1261,260,3384,80,2603,,1678,AVERAGE,3831,2905,52,2,0,0,https://file.hstatic.net/200000860097/file/thiet_ke_chua_co_ten_db9dc580b75a4a0180b6fee623b9ebc2_grande.png,244335,,,,460776,2,1,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
